Contrast_Severity_1
Image Name,PDQ,Variance
000000000802.jpg,78.76333108409392,0.08600162787184326
000000003156.jpg,81.87089878417655,0.06900045347603195
000000002299.jpg,79.1716901535866,0.07607048174084279
000000001761.jpg,81.45059886188136,0.08650307738018367
000000004395.jpg,77.18114754822149,0.08232719719221991
000000005001.jpg,82.03163960887998,0.08416315539366528
000000002592.jpg,75.08866296162981,0.07905716921952508
000000001296.jpg,78.50470449859787,0.08925733804897834
000000002153.jpg,80.42788095276903,0.09024956311525809
000000001268.jpg,78.81370508289984,0.08926271557752814
000000000285.jpg,79.57825706484215,0.08315453272679954
000000002149.jpg,79.40625344979087,0.08993334855834187
000000004765.jpg,77.62908978176031,0.07461172991108049

Frost_Severity_2
000000003661.jpg,73.1976413419093,0.12557791237539176
000000001532.jpg,72.44094936806763,0.10115007419143862
000000004134.jpg,73.20724768254655,0.13186469248171248
000000002473.jpg,74.0528814148509,0.0943088043116485
000000000872.jpg,72.94713344149915,0.11758676174494968
000000003501.jpg,75.45816313216211,0.13485443781193235
000000003255.jpg,75.27280928111072,0.11311320917319803
000000002157.jpg,74.62507202974784,0.11894935243273762
000000000776.jpg,72.71720080081006,0.13885202307703148
000000002431.jpg,73.38654920558267,0.11200705236714328
000000002006.jpg,72.74054056181468,0.11891901025505633
000000001993.jpg,74.77589273907918,0.1111736498462181
000000001000.jpg,73.05420303525827,0.10792315398300455
000000001675.jpg,72.46742983820427,0.10439998245579091
000000005060.jpg,72.88385500934761,0.12268560604752807
000000001503.jpg,73.76056107094438,0.13267551251507703
000000000632.jpg,73.74162815315026,0.11289321524921066
000000002587.jpg,74.3507222908356,0.10579435317133756
000000000785.jpg,74.70034638222599,0.11549306816488167
000000000802.jpg,75.20045597495334,0.1226404792353073
000000003156.jpg,74.33332707813952,0.1233873334661237
000000002299.jpg,72.58227957892451,0.1382020723404436
000000001761.jpg,75.28309757831559,0.13196041315019064
000000004395.jpg,74.64185253346598,0.12696118189591407
000000005001.jpg,73.51976194825787,0.11399232414943866
000000002592.jpg,74.91815174813577,0.117445421449417
000000001296.jpg,74.88990327470074,0.13589450216746984
000000002153.jpg,74.27163459184595,0.13299737325723457
000000001268.jpg,73.69477188221822,0.1273713658631919
000000000285.jpg,74.83844736969506,0.1181133874421246
000000002149.jpg,75.08341395788878,0.09692849807570258
000000004765.jpg,74.96207570431163,0.13388377585215278

Frost_Severity_3
000000000872.jpg,69.4721975037515,0.14689688906981851
000000002923.jpg,70.9063935913881,0.15288351982467682
000000001675.jpg,70.86061497883689,0.15291307716279823
000000002685.jpg,71.136696944512,0.17253363934232183
000000005037.jpg,69.13160355677135,0.14403224280769983
000000002587.jpg,70.6676502861462,0.15679895384278525
000000001296.jpg,69.85356678434727,0.1530424487973634
000000001532.jpg,71.05002545402833,0.1631165486160004
000000001993.jpg,71.27065177756668,0.15771412801876977
000000003661.jpg,69.8041033550609,0.15122576221413522
000000005001.jpg,71.81093203306283,0.1564467326579564
000000002153.jpg,69.91153229226242,0.16739916953129197
000000003501.jpg,71.68823975062504,0.16429623455147152
000000003553.jpg,70.3086547566747,0.1646620024153068
000000000724.jpg,68.17995657658878,0.17098881480100014
000000001000.jpg,70.14805719011882,0.15602478860372526
000000005060.jpg,69.0329374853598,0.14342489036563455
000000002431.jpg,71.23271635966417,0.1705328143944452
000000003845.jpg,69.2177291701705,0.16673648627759388
000000001490.jpg,71.23997187978664,0.14873790783960605
000000002299.jpg,70.43567657859403,0.1492863456354794
000000004765.jpg,68.94885651707898,0.14588005873952387
000000001503.jpg,69.55311947826405,0.1597014124319582
000000002473.jpg,68.27114092722064,0.16726011110100775
000000000776.jpg,68.85884789554223,0.17483593447358078
000000002149.jpg,69.3841705866149,0.1665927318809643
000000000139.jpg,71.37985604524104,0.1444151864491734
000000000885.jpg,69.37928088554264,0.17203148490754724
000000001818.jpg,69.73250084376863,0.1679092260181685
000000001584.jpg,68.05752669192357,0.17300822675782027
000000001268.jpg,69.51431810046266,0.16420776651727487
000000004134.jpg,69.56047372302334,0.1744644639531009

Frost_Severity_4
000000003661.jpg,65.43072643738697,0.23115154782414363
000000001532.jpg,64.20483078728475,0.2394022623482601
000000004134.jpg,64.15900267650593,0.22981689504427108
000000002473.jpg,64.75800790064568,0.20195180623587625
000000000872.jpg,65.31331566247333,0.20102088426926312
000000003501.jpg,64.08864162715352,0.20689599509406423
000000003255.jpg,64.53817875392195,0.2337476055645225
000000002157.jpg,65.53681090851669,0.23115486764430854
000000000776.jpg,64.3981500343306,0.22451371612737858
000000002431.jpg,64.0402249636293,0.21037332239654044
000000002006.jpg,63.780585747300485,0.20132716805465586
000000001993.jpg,65.68084300930765,0.23633139847771958
000000001000.jpg,64.12436719182449,0.22388295409611877
000000001675.jpg,66.62227995779185,0.20027053131165812
000000005060.jpg,63.79443606005656,0.21153144495766457
000000001503.jpg,63.9613016356052,0.1980822054651012
000000000632.jpg,65.3770838849,0.2304444172015108
000000002587.jpg,65.1785109582609,0.2207521577119436
000000000785.jpg,65.35376077608687,0.20655795900345142
000000000802.jpg,65.2991412376793,0.22685204941114373
000000003156.jpg,64.22912771452208,0.2328111439248684
000000002299.jpg,66.33685772172933,0.2390134211942505
000000001761.jpg,64.3961166063291,0.21638097676672519
000000004395.jpg,64.07146261953032,0.20126296854950976
000000005001.jpg,66.18937170773783,0.23344424911171152
000000002592.jpg,65.70591006042245,0.21268429363173888
000000001296.jpg,64.91005769206707,0.20138025312856558
000000002153.jpg,65.5189909317937,0.21690316403619397
000000001268.jpg,65.95549973055827,0.24018368429272124
000000000285.jpg,66.50244626320989,0.22316219931381281
000000002149.jpg,65.90129548446083,0.2307670274502456
000000004765.jpg,64.64266325697707,0.2259454303600601

Frost_Severity_5
000000003661.jpg,59.20830707196663,0.3531811504522765
000000001532.jpg,58.64147655364953,0.3441473601948027
000000004134.jpg,61.44158415009802,0.3388065778507869
000000002473.jpg,59.37968444362857,0.3487439547143509
000000000872.jpg,60.31073113270855,0.3451428589563048
000000003501.jpg,59.29214400928652,0.34441106540813193
000000003255.jpg,60.54861691165945,0.347149613401704
000000002157.jpg,61.49185836678902,0.3468369915850406
000000000776.jpg,60.08174755798946,0.3369375903035687
000000002431.jpg,61.33670306404063,0.35913517279569257
000000002006.jpg,59.24391896504856,0.3639322374199102
000000001993.jpg,59.06600055165667,0.35575236930471743
000000001000.jpg,60.996451281818615,0.3584916754851297
000000001675.jpg,61.5387774360972,0.3369108099974278
000000005060.jpg,59.02878300487524,0.36278247186148316
000000001503.jpg,61.90435929805216,0.3611238927702001
000000000632.jpg,59.75892012798277,0.3425977922913713
000000002587.jpg,60.824849015993266,0.3622725035351512
000000000785.jpg,61.47080310317628,0.33752693061279204
000000000802.jpg,58.7471958966933,0.3611225859695964
000000003156.jpg,61.36377141963014,0.3453702215337028
000000002299.jpg,60.92122088465018,0.34674468841737655
000000001761.jpg,59.74118001440817,0.34535694129786515
000000004395.jpg,60.97348544609289,0.36263953788735737
000000005001.jpg,61.79436021725409,0.3400737311873566
000000002592.jpg,61.585962951269025,0.3544963063645256
000000001296.jpg,61.0759356386036,0.35775465458401345
000000002153.jpg,61.19552770361268,0.3514343901351496
000000001268.jpg,59.99014281651645,0.35964916446135525
000000000285.jpg,61.69536536738826,0.3440535823934946
000000002149.jpg,59.52915708924243,0.34661998906520225
000000004765.jpg,61.820978508121534,0.3388011877621624

Snow_Severity_1
000000001296.jpg,77.47056131157355,0.07484070397383427
000000001818.jpg,77.0874304961089,0.07156200992017431
000000000724.jpg,74.78260728149087,0.08391685470954809
000000002431.jpg,74.06376812021799,0.0884107423352212
000000001000.jpg,76.45703787270638,0.06848476692972967
000000003845.jpg,75.64691260760478,0.08471953500799102
000000002157.jpg,73.99524626928918,0.07487657287545829
000000004495.jpg,74.97017015305636,0.0823849646414742
000000001490.jpg,73.57574320148129,0.06368375473871311
000000005037.jpg,77.62369403163072,0.08413928772371422
000000000776.jpg,73.78767309904144,0.06828067354757661
000000001675.jpg,75.91786913450679,0.07729323950817771
000000001532.jpg,73.91300201875454,0.06305800226907894
000000001503.jpg,76.87041802261899,0.08641496108861794
000000003934.jpg,77.06961249471333,0.07939155119601998
000000002261.jpg,74.1983186998198,0.06962408250493154
000000005060.jpg,73.59457036171945,0.07200471703538883
000000000632.jpg,76.15022209593016,0.0763113939358794
000000002592.jpg,73.93276971738551,0.0650274056848516
000000000885.jpg,74.75148721495042,0.08558581872035712
000000001425.jpg,74.31450449937212,0.07092264620680082
000000002149.jpg,76.0744465307173,0.0772030682064858
000000000139.jpg,75.59328139687801,0.07330567801630719
000000001268.jpg,77.9636164883596,0.0685900253566014
000000002685.jpg,74.1485154909962,0.07807953358228206
000000002532.jpg,75.6384878696548,0.07356157113189107
000000002006.jpg,73.1215481324069,0.08337993955569885
000000002153.jpg,75.28101349698005,0.07193900100880403
000000000785.jpg,74.74568535881544,0.08231023379627028
000000002923.jpg,73.89544882540322,0.07921458897082542
000000003553.jpg,74.75481467158761,0.06259989045347909
000000002299.jpg,77.84349875491276,0.07219070691336081

Snow_Severity_2
000000001584.jpg,72.47162839427233,0.13850900374173483
000000004134.jpg,72.72196025780758,0.14730705720525533
000000000872.jpg,73.42508521705135,0.13124906314274293
000000003501.jpg,72.34430127040952,0.1207176672480863
000000001993.jpg,72.317240569686,0.12809919654128343
000000003255.jpg,74.11251107076528,0.1315570218011345
000000004795.jpg,73.46880673761456,0.14534873861067615
000000002587.jpg,74.21526545843669,0.1387037037301554
000000003156.jpg,72.85854274766896,0.13329108128394454
000000005001.jpg,72.09126203487445,0.14490072609606006
000000000802.jpg,73.93797938877043,0.14037766847785774
000000001353.jpg,73.07117782195198,0.138242056526553
000000004395.jpg,73.25733975514812,0.14341797761385003
000000004765.jpg,73.23234868844635,0.14255753377488092
000000000285.jpg,73.46200960422196,0.14863374188870376
000000001761.jpg,72.07786495399318,0.14477096048703345
000000002473.jpg,73.98840651476986,0.12450246487236587
000000003661.jpg,73.32637460569,0.12232313287894911
000000003661.jpg,73.55744007422979,0.12250195454818864
000000001532.jpg,73.03308271931034,0.13310051222577504
000000004134.jpg,73.96405171075641,0.1462750262384297
000000002473.jpg,72.57242359615316,0.13385179459110752
000000000872.jpg,72.27795617518642,0.1306680970711879
000000003501.jpg,74.44128537849838,0.14728935919367023
000000003255.jpg,72.73012151489245,0.12226203778375681
000000002157.jpg,74.05475261464812,0.14530842725629883
000000000776.jpg,73.57557816926905,0.1212513999420554
000000002431.jpg,73.84826275455228,0.13308559782104992
000000002006.jpg,74.12024611808783,0.12760273847480078
000000001993.jpg,73.2697089076503,0.13095744146973773
000000001000.jpg,72.07892515901996,0.14524353747183744
000000001675.jpg,72.39831123879699,0.1267008314199621

Snow_Severity_3
000000005060.jpg,68.6016384153553,0.17318670250723314
000000001503.jpg,68.47061659031097,0.1967992412576128
000000000632.jpg,67.1635294825208,0.16904323276768854
000000002587.jpg,67.47683523460162,0.16885558583520677
000000000785.jpg,67.26785097790724,0.1930735154462332
000000000802.jpg,67.4647639290496,0.16622824303071398
000000003156.jpg,67.32924222566679,0.17642582306823643
000000002299.jpg,68.07521755767046,0.1886308291142658
000000001761.jpg,68.07009333399196,0.1903707945029477
000000004395.jpg,67.86454578902405,0.17443677505327487
000000005001.jpg,68.20068117209765,0.16278694388070444
000000002592.jpg,68.93212654043165,0.1751335144583077
000000001296.jpg,67.7505154637315,0.19230600844010143
000000002153.jpg,68.50587883922792,0.1712775123192636
000000001268.jpg,67.80228464480297,0.16067930364845223
000000000285.jpg,68.48422138356466,0.16139207426520455
000000002149.jpg,67.98166134572095,0.19771996195247066
000000004765.jpg,68.81680993422724,0.18696230503863837
000000002261.jpg,67.00471974016482,0.16729573711434692
000000000724.jpg,67.97433982047839,0.19862462100169512
000000003553.jpg,68.08376760288601,0.19248493405203104
000000000139.jpg,67.7799290764213,0.16395929851312716
000000001353.jpg,67.9281065316015,0.1664379429586929
000000001584.jpg,67.85252469241263,0.1826840925698085
000000004795.jpg,68.72152358347792,0.17790379353201174
000000001425.jpg,68.32001104533039,0.18126914005405667
000000004495.jpg,67.58951325824383,0.1683887223729239
000000003845.jpg,67.42078878660931,0.18411489454878566
000000000885.jpg,68.41232067357912,0.18344273639438746
000000002923.jpg,68.92121165404497,0.1847329301520654
000000001818.jpg,68.25053591811833,0.184311458957263
000000003934.jpg,67.4451844931726,0.16629634206614366

Snow_Severity_4
000000002685.jpg,63.94623652813972,0.21038546445423556
000000001490.jpg,64.96868652149817,0.243726034600979
000000005037.jpg,64.22094259176016,0.2359797944324932
000000002532.jpg,63.34910396727151,0.21256200063140737
000000000872.jpg,63.01721438831231,0.2450369161717774
000000002923.jpg,63.131148139025726,0.23225687584730237
000000001675.jpg,63.14676664079383,0.2114457865819766
000000002685.jpg,64.28028842378215,0.23962510377352822
000000005037.jpg,63.78991284887962,0.21403403881675093
000000002587.jpg,63.79380093619954,0.22618809658749212
000000001296.jpg,64.04446302524086,0.23219931938860658
000000001532.jpg,64.31928781223222,0.22463141268229794
000000001993.jpg,63.79902992645444,0.21873832577060845
000000003661.jpg,63.762194581434485,0.21832476366772194
000000005001.jpg,63.65633890237139,0.23316372653509873
000000002153.jpg,64.56763376379206,0.21255277580577855
000000003501.jpg,64.69000223670426,0.2247233322567351
000000003553.jpg,64.52289367597814,0.23804259377212125
000000000724.jpg,63.46224897956195,0.2122660705080996
000000001000.jpg,64.74729590108764,0.2112929649942872
000000005060.jpg,63.979294924112864,0.2349652647902105
000000002431.jpg,64.27210730468245,0.2469037962326459
000000003845.jpg,64.99791127177325,0.21199285635306708
000000001490.jpg,63.15769335420832,0.2413933568108573
000000002299.jpg,64.57928984049444,0.2374461502606512
000000004765.jpg,63.18879347345424,0.21593344869643988
000000001503.jpg,64.07644304415506,0.24991790503166988
000000002473.jpg,64.17564883863406,0.2348342609487684
000000000776.jpg,64.27251648119784,0.22269504463297948
000000002149.jpg,63.09532092675525,0.2294505152633428
000000000139.jpg,63.46333328309718,0.24633229553476324
000000000885.jpg,64.12330869593417,0.23322203696935803

Snow_Severity_5
000000001818.jpg,59.2389569022947,0.3865909805099623
000000001584.jpg,58.809948362073996,0.3860023831932743
000000001268.jpg,59.54621333180613,0.3865784370510577
000000004134.jpg,57.31565790785318,0.39200179235180554
000000003934.jpg,57.54808457764455,0.39409141538327286
000000002157.jpg,59.65178261713863,0.3867881571997179
000000002592.jpg,57.63896626326268,0.3904247139047615
000000002261.jpg,57.45865543055604,0.3878661299551022
000000000785.jpg,58.051888526364365,0.39186894593173405
000000004795.jpg,58.074385224101135,0.39698349218994067
000000004395.jpg,57.83505941658031,0.3873763178200359
000000002532.jpg,57.36441735444732,0.38789430603824115
000000001353.jpg,58.1591236210737,0.387715871944147
000000001761.jpg,59.648504106735096,0.39636684778656045
000000000802.jpg,57.29539182637611,0.39124873532695337
000000000285.jpg,57.916683544222074,0.3998305431756731
000000000632.jpg,59.85567811516083,0.38428247029920404
000000001425.jpg,59.53587818605647,0.3986673926514221
000000003255.jpg,59.444254802133514,0.39568685834074907
000000004495.jpg,57.55559166835059,0.39500630764892997
000000003156.jpg,58.66218690443338,0.38527511733912595
000000002006.jpg,59.21017908114162,0.38626894306470444
000000000632.jpg,57.27847378803384,0.3902435647500418
000000001425.jpg,59.20099097641138,0.3804146365019139
000000003255.jpg,57.30691776556377,0.39273746867871323
000000004495.jpg,58.991003592243416,0.38557693834456547
000000003156.jpg,57.102291474640005,0.3966148085795519
000000002006.jpg,57.22443347217937,0.3884690059940682
000000002153.jpg,58.604359926312505,0.38719359300835343
000000001584.jpg,57.304768181249464,0.39657105273417975
000000000285.jpg,57.737576186561384,0.3804495653879288
000000003934.jpg,58.551694907805555,0.3852974450133391

Brightness_Severity_1
000000001296.jpg,85.11692864522749,0.03819029993849811
000000001818.jpg,86.10227649666754,0.039904201267665716
000000000724.jpg,85.78320721948425,0.04340204968880391
000000002431.jpg,84.27330857500183,0.04397322175734727
000000001000.jpg,86.2621696633564,0.03980550012047443
000000003845.jpg,86.25591227031795,0.03493292310211547
000000002157.jpg,84.46134164197528,0.03577879504823504
000000004495.jpg,86.22614056618403,0.035165364757791084
000000001490.jpg,85.00469302078491,0.04196255847411721
000000005037.jpg,86.18468251700004,0.039699558631045774
000000000776.jpg,84.64484818578052,0.03644301440670273
000000001675.jpg,86.42957119767496,0.03695905259907552
000000001532.jpg,84.76424156766959,0.03985799725648489
000000001503.jpg,86.27289033575192,0.04202885615603486
000000003934.jpg,84.49930444968744,0.035971583488010765
000000002261.jpg,85.19307337569182,0.044013424817612924
000000005060.jpg,85.70827794643571,0.043816357466795436
000000000632.jpg,86.36819439309204,0.0372868516324437
000000002592.jpg,84.73120135134873,0.03716577477971841
000000000885.jpg,86.45028130587129,0.04218884338106275
000000001425.jpg,85.66639653947144,0.037259006408502784
000000002149.jpg,85.07829402441935,0.0423563312417786
000000000139.jpg,85.05693031229887,0.037383047179121
000000001268.jpg,85.9459482041022,0.044066155642930274
000000002685.jpg,84.67550549567348,0.03747706279546637
000000002532.jpg,85.37019808484293,0.038281119238636814
000000002006.jpg,85.33171108162198,0.03945019797026277
000000002153.jpg,85.58077545383041,0.04431505020402881
000000000785.jpg,85.72777830692335,0.04247563595732621
000000002923.jpg,85.9174773932877,0.04291652182116356
000000003553.jpg,85.13455408171443,0.04400786453102188
000000002299.jpg,86.22964757716481,0.04146636664882984

Brightness_Severity_2
000000001584.jpg,85.0522387196451,0.03999941159089483
000000000872.jpg,83.56688952621631,0.05215958147333482
000000002923.jpg,82.76208963545344,0.06885767899403566
000000001675.jpg,81.76241855474069,0.05324419045157851
000000002685.jpg,83.60631522448755,0.0681754679786869
000000005037.jpg,83.11520892032307,0.06402503158120557
000000002587.jpg,81.81847105520164,0.05401257212015464
000000001296.jpg,82.33923706960378,0.06766478784628635
000000001532.jpg,83.7117562100303,0.05273606714417419
000000001993.jpg,81.66506480820793,0.05923096186793024
000000003661.jpg,84.16062433584459,0.06405055146548375
000000005001.jpg,84.09133325810106,0.06346172309777959
000000002153.jpg,82.17837612343055,0.06237255605074999
000000003501.jpg,84.27093085262015,0.05878959799594514
000000003553.jpg,83.16050757554191,0.05141459918008255
000000000724.jpg,84.17215671155527,0.05785652147847266
000000001000.jpg,83.15005178780254,0.05013027655031152
000000005060.jpg,81.45159432587434,0.05792782920695923
000000002431.jpg,83.14690793773926,0.06845041630604899
000000003845.jpg,82.87325560274866,0.06286437629848096
000000001490.jpg,83.16545849522528,0.058915556445064805
000000002299.jpg,83.9863618796484,0.06805210500888428
000000004765.jpg,83.7718462510878,0.052532070691869256
000000001503.jpg,83.01355282963331,0.06861671406693873
000000002473.jpg,81.31193150939575,0.057107407246068005
000000000776.jpg,82.55110847228374,0.05583640324549318
000000002149.jpg,83.15677109195181,0.05568589952596473
000000000139.jpg,83.93385862050748,0.060630473382926285
000000000885.jpg,82.42393797962264,0.05831674213136284
000000001818.jpg,82.00206264489846,0.056649949908126
000000001584.jpg,84.00716352669315,0.056664978423672824
000000001268.jpg,81.73423846440434,0.06677192805690879

Brightness_Severity_3
000000004134.jpg,83.93851871912484,0.06679498477901902
000000003661.jpg,80.13193947309777,0.082576063816582
000000001532.jpg,79.66243928347458,0.09298282486197965
000000004134.jpg,80.67118637723777,0.10347698899868558
000000002473.jpg,80.42255032789525,0.10365023494011782
000000000872.jpg,79.38063638607224,0.08735977841739523
000000003501.jpg,80.38187169229063,0.10084284927216794
000000003255.jpg,80.88029478001826,0.09942797491840319
000000002157.jpg,79.38001183475504,0.09078626462117347
000000000776.jpg,79.74877635689737,0.10553696710741638
000000002431.jpg,79.5503108378837,0.08402037755209334
000000002006.jpg,81.24698652998562,0.1065662336327177
000000001993.jpg,80.09646611781845,0.08612142633106648
000000001000.jpg,79.93663212508655,0.09705318912893007
000000001675.jpg,79.22208450231439,0.10837386176879886
000000005060.jpg,78.76305805659679,0.11624229879343975
000000001503.jpg,78.84487517673298,0.09950303716543224
000000000632.jpg,79.09309385968145,0.11053058864426402
000000002587.jpg,78.57050275400104,0.09154623201780458
000000000785.jpg,79.6900395748617,0.11451236497084034
000000000802.jpg,81.12158434694284,0.11080023866012567
000000003156.jpg,79.71734076485083,0.1153554825154334
000000002299.jpg,80.68394973353163,0.09415318767113977
000000001761.jpg,81.00412770752402,0.09619484579774412
000000004395.jpg,81.27259807895268,0.08088427301441943
000000005001.jpg,79.97434116794037,0.10767399873753913
000000002592.jpg,79.98882187086483,0.09963280641941533
000000001296.jpg,78.82006066362221,0.08178616176947266
000000002153.jpg,78.98787929584326,0.11097454811770446
000000001268.jpg,80.62213235244059,0.11646701965616778
000000000285.jpg,80.13192825933227,0.10728530194360837
000000002149.jpg,80.11000684674431,0.08179055779802305

Brightness_Severity_4
000000004765.jpg,81.15089609872116,0.11825430245747524
000000002261.jpg,80.74057676598731,0.09763771848242289
000000003661.jpg,77.22905389126366,0.1349648355687497
